country,year,capacity_mw,technology,capacity_factor,twh_per_year,country_code
Papua New Guinea,2003,6.0,geothermal,0.8,0.042048,PNG
Papua New Guinea,2004,6.0,geothermal,0.8,0.042048,PNG
Papua New Guinea,2005,36.0,geothermal,0.8,0.252288,PNG
Papua New Guinea,2006,36.0,geothermal,0.8,0.252288,PNG
Papua New Guinea,2007,56.0,geothermal,0.8,0.3924480000000001,PNG
Papua New Guinea,2008,56.0,geothermal,0.8,0.3924480000000001,PNG
Papua New Guinea,2009,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2010,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2011,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2012,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2013,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2014,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2015,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2016,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2017,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2018,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2019,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2020,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2021,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2022,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2023,50.0,geothermal,0.8,0.3504,PNG
Papua New Guinea,2024,51.0,geothermal,0.8,0.357408,PNG
Philippines,2000,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2001,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2002,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2003,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2004,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2005,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2006,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2007,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2008,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2009,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2010,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2011,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2012,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2013,1846.7,geothermal,0.8,12.9416736,PHL
Philippines,2014,1916.1,geothermal,0.8,13.4280288,PHL
Philippines,2015,1916.1,geothermal,0.8,13.4280288,PHL
Philippines,2016,1916.1,geothermal,0.8,13.4280288,PHL
Philippines,2017,1916.1,geothermal,0.8,13.4280288,PHL
Philippines,2018,1928.1,geothermal,0.8,13.5121248,PHL
Philippines,2019,1928.1,geothermal,0.8,13.5121248,PHL
Philippines,2020,1928.1,geothermal,0.8,13.5121248,PHL
Philippines,2021,1928.1,geothermal,0.8,13.5121248,PHL
Philippines,2022,1932.0,geothermal,0.8,13.539456,PHL
Philippines,2023,1951.8,geothermal,0.8,13.6782144,PHL
Philippines,2024,1951.8,geothermal,0.8,13.6782144,PHL
Portugal,2000,14.0,geothermal,0.8,0.098112,PRT
Portugal,2001,14.0,geothermal,0.8,0.098112,PRT
Portugal,2002,14.0,geothermal,0.8,0.098112,PRT
Portugal,2003,14.0,geothermal,0.8,0.098112,PRT
Portugal,2004,14.0,geothermal,0.8,0.098112,PRT
Portugal,2005,14.0,geothermal,0.8,0.098112,PRT
Portugal,2006,25.0,geothermal,0.8,0.1752,PRT
Portugal,2007,25.0,geothermal,0.8,0.1752,PRT
Portugal,2008,25.0,geothermal,0.8,0.1752,PRT
Portugal,2009,25.0,geothermal,0.8,0.1752,PRT
Portugal,2010,25.0,geothermal,0.8,0.1752,PRT
Portugal,2011,25.0,geothermal,0.8,0.1752,PRT
Portugal,2012,25.0,geothermal,0.8,0.1752,PRT
Portugal,2013,25.0,geothermal,0.8,0.1752,PRT
Portugal,2014,25.0,geothermal,0.8,0.1752,PRT
Portugal,2015,25.0,geothermal,0.8,0.1752,PRT
Portugal,2016,25.0,geothermal,0.8,0.1752,PRT
Portugal,2017,29.1,geothermal,0.8,0.2039328,PRT
Portugal,2018,29.1,geothermal,0.8,0.2039328,PRT
Portugal,2019,29.1,geothermal,0.8,0.2039328,PRT
Portugal,2020,29.1,geothermal,0.8,0.2039328,PRT
Portugal,2021,29.1,geothermal,0.8,0.2039328,PRT
Portugal,2022,29.1,geothermal,0.8,0.2039328,PRT
Portugal,2023,29.1,geothermal,0.8,0.2039328,PRT
Portugal,2024,29.1,geothermal,0.8,0.2039328,PRT
Romania,2014,0.05,geothermal,0.8,0.0003504,ROU
Romania,2015,0.05,geothermal,0.8,0.0003504,ROU
Romania,2016,0.05,geothermal,0.8,0.0003504,ROU
Romania,2017,0.05,geothermal,0.8,0.0003504,ROU
Romania,2018,0.05,geothermal,0.8,0.0003504,ROU
Romania,2019,0.05,geothermal,0.8,0.0003504,ROU
Romania,2020,0.05,geothermal,0.8,0.0003504,ROU
Romania,2021,0.05,geothermal,0.8,0.0003504,ROU
Russia,2000,23.0,geothermal,0.8,0.161184,RUS
Russia,2001,21.0,geothermal,0.8,0.147168,RUS
Russia,2002,70.0,geothermal,0.8,0.49056,RUS
Russia,2003,70.0,geothermal,0.8,0.49056,RUS
Russia,2004,56.0,geothermal,0.8,0.3924480000000001,RUS
Russia,2005,79.0,geothermal,0.8,0.553632,RUS
Russia,2006,87.0,geothermal,0.8,0.6096960000000001,RUS
Russia,2007,90.0,geothermal,0.8,0.63072,RUS
Russia,2008,80.0,geothermal,0.8,0.56064,RUS
Russia,2009,81.0,geothermal,0.8,0.567648,RUS
Russia,2010,81.0,geothermal,0.8,0.567648,RUS
Russia,2011,81.0,geothermal,0.8,0.567648,RUS
Russia,2012,81.0,geothermal,0.8,0.567648,RUS
Russia,2013,79.0,geothermal,0.8,0.553632,RUS
Russia,2014,74.0,geothermal,0.8,0.518592,RUS
Russia,2015,74.0,geothermal,0.8,0.518592,RUS
Russia,2016,74.0,geothermal,0.8,0.518592,RUS
Russia,2017,74.0,geothermal,0.8,0.518592,RUS
Russia,2018,74.0,geothermal,0.8,0.518592,RUS
Russia,2019,81.4,geothermal,0.8,0.5704512,RUS
Russia,2020,81.4,geothermal,0.8,0.5704512,RUS
Russia,2021,81.4,geothermal,0.8,0.5704512,RUS
Russia,2022,81.4,geothermal,0.8,0.5704512,RUS
Russia,2023,81.4,geothermal,0.8,0.5704512,RUS
Russia,2024,81.4,geothermal,0.8,0.5704512,RUS
Taiwan,2018,0.03,geothermal,0.8,0.00021024,TWN
Taiwan,2019,0.3,geothermal,0.8,0.0021024,TWN
Taiwan,2020,0.3,geothermal,0.8,0.0021024,TWN
Taiwan,2021,4.5,geothermal,0.8,0.031536,TWN
Taiwan,2022,4.999,geothermal,0.8,0.035032992,TWN
Taiwan,2023,7.289,geothermal,0.8,0.051081312,TWN
Taiwan,2024,7.489,geothermal,0.8,0.052482912,TWN
Thailand,2000,0.3,geothermal,0.8,0.0021024,THA
Thailand,2001,0.3,geothermal,0.8,0.0021024,THA
Thailand,2002,0.3,geothermal,0.8,0.0021024,THA
Thailand,2003,0.3,geothermal,0.8,0.0021024,THA
Thailand,2004,0.3,geothermal,0.8,0.0021024,THA
Thailand,2005,0.3,geothermal,0.8,0.0021024,THA
Thailand,2006,0.3,geothermal,0.8,0.0021024,THA
Thailand,2007,0.3,geothermal,0.8,0.0021024,THA
Thailand,2008,0.3,geothermal,0.8,0.0021024,THA
Thailand,2009,0.3,geothermal,0.8,0.0021024,THA
Thailand,2010,0.3,geothermal,0.8,0.0021024,THA
Thailand,2011,0.3,geothermal,0.8,0.0021024,THA
Thailand,2012,0.3,geothermal,0.8,0.0021024,THA
Thailand,2013,0.3,geothermal,0.8,0.0021024,THA
Thailand,2014,0.3,geothermal,0.8,0.0021024,THA
Thailand,2015,0.3,geothermal,0.8,0.0021024,THA
Thailand,2016,0.3,geothermal,0.8,0.0021024,THA
Thailand,2017,0.3,geothermal,0.8,0.0021024,THA
Thailand,2018,0.3,geothermal,0.8,0.0021024,THA
Thailand,2019,0.3,geothermal,0.8,0.0021024,THA
Thailand,2020,0.3,geothermal,0.8,0.0021024,THA
Thailand,2021,0.3,geothermal,0.8,0.0021024,THA
Thailand,2022,0.3,geothermal,0.8,0.0021024,THA
Thailand,2023,0.3,geothermal,0.8,0.0021024,THA
Thailand,2024,0.3,geothermal,0.8,0.0021024,THA
Turkey,2000,18.0,geothermal,0.8,0.126144,TUR
Turkey,2001,18.0,geothermal,0.8,0.126144,TUR
Turkey,2002,18.0,geothermal,0.8,0.126144,TUR
Turkey,2003,15.0,geothermal,0.8,0.10512,TUR
Turkey,2004,15.0,geothermal,0.8,0.10512,TUR
Turkey,2005,15.0,geothermal,0.8,0.10512,TUR
Turkey,2006,23.0,geothermal,0.8,0.161184,TUR
Turkey,2007,23.0,geothermal,0.8,0.161184,TUR
Turkey,2008,30.0,geothermal,0.8,0.21024,TUR
Turkey,2009,77.0,geothermal,0.8,0.539616,TUR
Turkey,2010,94.0,geothermal,0.8,0.658752,TUR
Turkey,2011,114.0,geothermal,0.8,0.798912,TUR
Turkey,2012,162.0,geothermal,0.8,1.135296,TUR
Turkey,2013,311.0,geothermal,0.8,2.179488,TUR
Turkey,2014,405.0,geothermal,0.8,2.83824,TUR
Turkey,2015,624.0,geothermal,0.8,4.372992,TUR
Turkey,2016,821.0,geothermal,0.8,5.753568000000001,TUR
Turkey,2017,1063.7,geothermal,0.8,7.454409600000001,TUR
Turkey,2018,1282.518,geothermal,0.8,8.987886143999999,TUR
Turkey,2019,1514.688,geothermal,0.8,10.614933504,TUR
Turkey,2020,1613.188,geothermal,0.8,11.305221504,TUR
Turkey,2021,1676.17,geothermal,0.8,11.74659936,TUR
Turkey,2022,1691.338,geothermal,0.8,11.852896704,TUR
Turkey,2023,1691.338,geothermal,0.8,11.852896704,TUR
Turkey,2024,1734.338,geothermal,0.8,12.154240704,TUR
United States,2000,2793.0,geothermal,0.8,19.573344,USA
United States,2001,2216.0,geothermal,0.8,15.529728000000002,USA
United States,2002,2252.0,geothermal,0.8,15.782016000000002,USA
United States,2003,2133.0,geothermal,0.8,14.948064,USA
United States,2004,2152.0,geothermal,0.8,15.081216,USA
United States,2005,2285.0,geothermal,0.8,16.01328,USA
United States,2006,2274.0,geothermal,0.8,15.936192,USA
United States,2007,2214.0,geothermal,0.8,15.515712,USA
United States,2008,2229.0,geothermal,0.8,15.620832,USA
United States,2009,2382.0,geothermal,0.8,16.693056000000002,USA
United States,2010,2405.0,geothermal,0.8,16.85424,USA
United States,2011,2409.0,geothermal,0.8,16.882272,USA
United States,2012,2592.0,geothermal,0.8,18.164736,USA
United States,2013,2607.0,geothermal,0.8,18.269856,USA
United States,2014,2514.0,geothermal,0.8,17.618112,USA
United States,2015,2542.0,geothermal,0.8,17.814336,USA
United States,2016,2517.0,geothermal,0.8,17.639136,USA
United States,2017,2483.3,geothermal,0.8,17.402966400000004,USA
United States,2018,2444.3,geothermal,0.8,17.129654400000003,USA
United States,2019,2555.4,geothermal,0.8,17.908243200000005,USA
United States,2020,2571.9,geothermal,0.8,18.0238752,USA
United States,2021,2596.7,geothermal,0.8,18.1976736,USA
United States,2022,2648.6,geothermal,0.8,18.5613888,USA
United States,2023,2695.8,geothermal,0.8,18.8921664,USA
United States,2024,2725.0,geothermal,0.8,19.0968,USA
