"Public Investments (2022 Million USD) by Country/area, Technology and Year",,,
,,,
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Tonga,On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Trinidad and Tobago,On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Tunisia,On-grid solar photovoltaic,2023,40.27
,Off-grid solar photovoltaic,2023,221.80
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Turkmenistan,On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Tuvalu,On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Türkiye,On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,533.00
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Uganda,On-grid solar photovoltaic,2023,0.19
,Off-grid solar photovoltaic,2023,3.40
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Ukraine,On-grid solar photovoltaic,2023,4.44
,Off-grid solar photovoltaic,2023,0.09
,Solar thermal energy,2023,0.09
,Concentrated solar power,2023,-
United Arab Emirates (the),On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
United Kingdom of Great Britain and Northern Ireland (the),On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,332.50
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
United Republic of Tanzania (the),On-grid solar photovoltaic,2023,0.85
,Off-grid solar photovoltaic,2023,288.07
,Solar thermal energy,2023,0.02
,Concentrated solar power,2023,-
United States of America (the),On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Uruguay,On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Uzbekistan,On-grid solar photovoltaic,2023,569.39
,Off-grid solar photovoltaic,2023,381.59
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Vanuatu,On-grid solar photovoltaic,2023,0.10
,Off-grid solar photovoltaic,2023,0.02
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Venezuela (Bolivarian Republic of),On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Viet Nam,On-grid solar photovoltaic,2023,26.79
,Off-grid solar photovoltaic,2023,0.00
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Yemen,On-grid solar photovoltaic,2023,-
,Off-grid solar photovoltaic,2023,-
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Zambia,On-grid solar photovoltaic,2023,19.17
,Off-grid solar photovoltaic,2023,2.31
,Solar thermal energy,2023,-
,Concentrated solar power,2023,-
Zimbabwe,On-grid solar photovoltaic,2023,0.09
,Off-grid solar photovoltaic,2023,0.78
,Solar thermal energy,2023,0.15
,Concentrated solar power,2023,-
,,,
"Commitments by recipient country, in million USD at 2022 prices and exchange rates (using donor country deflators)",,,
,,,
Latest update:,,,
20250723 08:00,,,
,,,
Source:,,,
"DAC Statistics database, 2024, The Organisation for Economic Co-operation and Development (OECD) and IRENA Public Finance Database, 2025, The international Renewable Energy Agency (IRENA)",,,
,,,
,,,
,,,
Units:,,,
million USD at 2022 prices and exchange rates,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Internal reference code:,,,
PUBFIN,,,
